source,target,nu_gap,within_median,separation,n_reps,max_r2,mean_r2,p_global,q_global,src_class,tgt_class
Pnpla2,Arntl,0.7944663086817563,0.09472332920226254,0.6997429794794937,4,0.8640056974427134,0.4743965032935636,0.01486988847583643,0.04743668715211545,external,clock
Mt1,Usp2,0.8022250712521306,0.15300324720138403,0.6492218240507466,4,0.715811990365943,0.3233796615915807,0.014061742363019233,0.04743668715211545,external,output
Mt1,Avpr1a,0.7396811721798422,0.1707350576072057,0.5689461145726364,4,0.7935354143328475,0.3988451457950506,0.019072248262485856,0.04743668715211545,external,output
Mt1,Wee1,0.8416948315945386,0.2264200156748615,0.6152748159196771,4,0.8280798904753364,0.4298929455144033,0.0122838209148214,0.04743668715211545,external,output
Mt1,Tef,0.9009137276436161,0.1748785285124056,0.7260351991312105,4,0.578051067862206,0.23302628397926595,0.009697753353806368,0.04743668715211545,external,clock
Npas2,Elovl3,0.8789445592530925,0.13351948993054796,0.7454250693225445,4,0.8545923846528249,0.40528074548041254,0.010667528689187005,0.04743668715211545,clock,output
Npas2,Cyp7a1,0.8266237104317181,0.13092234566848474,0.6957013647632334,4,0.8369038389728854,0.38402830832970036,0.013091967027638598,0.04743668715211545,clock,output
Npas2,Dbp,0.8470062289061995,0.16734796915767355,0.6796582597485259,4,0.8679408554167487,0.38575617588257616,0.01179893324713108,0.04743668715211545,clock,clock
Cyp2b10,Wee1,0.9492487838363832,0.2765790389006634,0.6726697449357198,4,0.802940048334121,0.3295319863213048,0.0069500565702278975,0.04743668715211545,output,output
Nampt,Npas2,0.9466783139264596,0.31864982144809717,0.6280284924783625,4,0.790174182515229,0.1697445809348968,0.0069500565702278975,0.04743668715211545,output,clock
Wee1,Elovl3,0.7487087578263458,0.23262218136851992,0.516086576457826,4,0.8086474353473145,0.3990132933339622,0.01858736059479554,0.04743668715211545,output,output
Hmgcr,Elovl3,0.7801290956882077,0.16183068353222588,0.6182984121559818,4,0.791001156323097,0.3765172275179402,0.01567803458865363,0.04743668715211545,output,output
Hmgcr,Gys2,0.7277597921074095,0.12021198255498407,0.6075478095524254,4,0.7707644916742945,0.374837566457836,0.020203652820429935,0.04743668715211545,output,output
Hmgcr,Pck1,0.7403112252850811,0.1796613299450783,0.5606498953400028,4,0.836416401340139,0.39131779143265144,0.019072248262485856,0.04743668715211545,output,output
Hmgcr,Nampt,0.7335954001874325,0.19435555515407799,0.5392398450333545,4,0.8052978122366997,0.4205075100109512,0.019233877485049296,0.04743668715211545,output,output
Abca1,Nfil3,0.7553047254991745,0.18355577932710798,0.5717489461720665,4,0.7570260030559518,0.30606580550963036,0.01794084370454178,0.04743668715211545,output,clock
Abca1,Dbp,0.7676045828416616,0.1907647140605867,0.5768398687810748,4,0.7947722225642531,0.37141771385565325,0.016486180701470825,0.04743668715211545,output,clock
Abca1,Cry1,0.8648749130572058,0.1456311096031826,0.7192438034540232,4,0.8067017205436341,0.38181540772877876,0.010990787134313885,0.04743668715211545,output,clock
Cyp2b10,Mt1,0.7963323140444779,0.2351042710970072,0.5612280429474708,4,0.849329143508269,0.3292579551319129,0.014708259253272992,0.04743668715211545,output,external
Cyp2b10,Fkbp5,0.7997834024337281,0.2540708520074305,0.5457125504262976,4,0.8842201872283884,0.4315911101612584,0.014546630030709553,0.04743668715211545,output,external
Cyp2b10,Hspa1b,0.8776141443877448,0.1664890530025519,0.7111250913851929,4,0.8183920035910891,0.4043488576738961,0.010829157911750445,0.04743668715211545,output,external
Cyp2b10,Avpr1a,0.8663429674481149,0.24849413459379383,0.617848832854321,4,0.807791863571373,0.33635217800971445,0.010990787134313885,0.04743668715211545,output,output
Cyp2b10,Hmgcr,0.9053601711155923,0.11898469073936768,0.7863754803762246,4,0.8220150830266618,0.3430772267359718,0.009697753353806368,0.04743668715211545,output,output
Nampt,Per1,0.8409037590286468,0.1429550113361,0.6979487476925468,4,0.794992011231951,0.4048369637494644,0.0122838209148214,0.04743668715211545,output,clock
Cyp2b10,Nr1d2,0.9109601524535442,0.1572513262465616,0.7537088262069827,4,0.7811382630102434,0.38310115668631645,0.00905123646355261,0.04743668715211545,output,clock
Cyp2b10,Nr1d1,0.8368823849050471,0.17317886997052243,0.6637035149345246,4,0.808722699059699,0.415307487085779,0.0122838209148214,0.04743668715211545,output,clock
Cyp2b10,Per3,0.8061272848511115,0.19087028762894392,0.6152569972221675,4,0.7517752119752504,0.30067290686484716,0.013738483917892355,0.04743668715211545,output,clock
Cyp2b10,Per2,0.7794847947973889,0.14297129806650447,0.6365134967308844,4,0.8659987306698982,0.4397236481412205,0.01567803458865363,0.04743668715211545,output,clock
Wee1,Tef,0.7524633066992571,0.12273431463679227,0.6297289920624648,4,0.7599983061586344,0.35465691364471097,0.01810247292710522,0.04743668715211545,output,clock
Wee1,Nr1d1,0.9782726197683729,0.2232552296033627,0.7550173901650101,4,0.5070016941046492,0.17915753751275237,0.00598028123484726,0.04743668715211545,output,clock
Wee1,Arntl,0.826228570972334,0.23349734818661128,0.5927312227857228,4,0.8202529675189004,0.40686668479251786,0.013091967027638598,0.04743668715211545,output,clock
Usp2,Fkbp5,0.7362329791966734,0.26509778033199466,0.47113519886467875,4,0.5982317603873883,0.2877619807971913,0.019072248262485856,0.04743668715211545,output,external
Usp2,Cirbp,0.999989517921769,0.44335468200571815,0.5566348359160509,4,0.828527497460075,0.302718858732191,0.005010505899466624,0.04743668715211545,output,external
Usp2,Fmo2,0.7696113229942744,0.1702215380278783,0.599389784966396,4,0.69397933633221,0.31044832399532435,0.016001293033780506,0.04743668715211545,output,output
Usp2,Cyp7a1,0.7495704491931814,0.15099815923931878,0.5985722899538626,4,0.8121845632038646,0.3752535374371701,0.0184257313722321,0.04743668715211545,output,output
Usp2,G6pc,0.7889062268199262,0.1723011008811628,0.6166051259387634,4,0.8586702463890485,0.4025726032851284,0.01503151769839987,0.04743668715211545,output,output
Usp2,Pck1,0.7694950093146324,0.16581373753380463,0.6036812717808278,4,0.840624176980846,0.40952587821350106,0.016001293033780506,0.04743668715211545,output,output
Usp2,Dbp,0.7290449131106694,0.12718891612125843,0.6018559969894111,4,0.7910480325364433,0.361620374691716,0.020042023597866495,0.04743668715211545,output,clock
Abca1,G6pc,0.8359507515192031,0.18380739846377556,0.6521433530554275,4,0.7504935561500823,0.38760819075118824,0.0122838209148214,0.04743668715211545,output,output
Lpl,Wee1,0.84924272504059,0.2787680962511868,0.5704746287894031,4,0.8235723034919544,0.3169278017299494,0.011637304024567642,0.04743668715211545,output,output
Lpl,Dbp,0.9992880357227458,0.1891764074651044,0.8101116282576415,4,0.6650786824753003,0.10838969809561788,0.0053337643445935026,0.04743668715211545,output,clock
Lpl,Nr1d2,0.9209656989957333,0.22046953943377323,0.7004961595619601,4,0.7478565762710647,0.3804743690267554,0.00872797801842573,0.04743668715211545,output,clock
Lpl,Nr1d1,0.9168854264381456,0.18007846927140247,0.7368069571667432,4,0.8087077656134473,0.40185166420877005,0.00872797801842573,0.04743668715211545,output,clock
Lpl,Per3,0.75104474300338,0.16700841368835678,0.5840363293150233,4,0.679785006145666,0.30196082890146,0.01810247292710522,0.04743668715211545,output,clock
Lpl,Per2,0.9082970084267115,0.2007272065441264,0.7075698018825851,4,0.8881476870268673,0.4356917251862629,0.00905123646355261,0.04743668715211545,output,clock
Lpl,Npas2,0.8819044880677515,0.28151676288784944,0.600387725179902,4,0.8175147586060587,0.2502335896840826,0.010182641021496687,0.04743668715211545,output,clock
Lpl,Arntl,0.8640384611777194,0.3578909523274562,0.5061475088502632,4,0.6509990958809316,0.24545382639442112,0.010990787134313885,0.04743668715211545,output,clock
Abca1,Mt1,0.7666882838259206,0.3897622222473265,0.3769260615785941,4,0.7982959203902775,0.2999674923292859,0.016647809924034265,0.04743668715211545,output,external
Abca1,Cirbp,0.7610608026188739,0.27721973402795097,0.4838410685909229,4,0.5207643687315917,0.2240909824078519,0.017294326814288025,0.04743668715211545,output,external
Abca1,Cyp2b10,0.7638183699789894,0.10918264092462776,0.6546357290543616,4,0.6963827532130198,0.31794616206473203,0.016971068369161145,0.04743668715211545,output,output
Abca1,Elovl3,0.8742498446506737,0.21638285402839974,0.6578669906222739,4,0.7379764174541019,0.359956564263284,0.010829157911750445,0.04743668715211545,output,output
Abca1,Gys2,0.7473907541877345,0.13905687804479172,0.6083338761429428,4,0.7405397330064771,0.3624334555099215,0.01874898981735898,0.04743668715211545,output,output
Abca1,Cyp7a1,0.8986139197491515,0.18031484032115086,0.7182990794280006,4,0.8119483561389422,0.381799328411268,0.009697753353806368,0.04743668715211545,output,output
Gys2,Avpr1a,0.8467485892123937,0.3403774645105927,0.506371124701801,4,0.7273105145852911,0.32245994620142826,0.01179893324713108,0.04743668715211545,output,output
Abca1,Pck1,0.7610925045934631,0.1571285445415753,0.6039639600518878,4,0.7730185280762425,0.38499615403325793,0.017294326814288025,0.04743668715211545,output,output
Pck1,Per3,0.7687762004916656,0.26596643979057566,0.50280976070109,4,0.6958391344183498,0.2569158019113965,0.016001293033780506,0.04743668715211545,output,clock
Pck1,Per2,0.8743417449032342,0.19703136277280503,0.6773103821304292,4,0.7909774865459769,0.43897665599293145,0.010829157911750445,0.04743668715211545,output,clock
Pck1,Per1,0.7734885386933796,0.16202080240343958,0.6114677362899401,4,0.8985783289526124,0.41995318339093685,0.01567803458865363,0.04743668715211545,output,clock
Nampt,Mt1,0.906639191666148,0.40029539072017273,0.5063438009459753,4,0.8186690039340669,0.3676016918182057,0.00921286568611605,0.04743668715211545,output,external
Nampt,Cirbp,0.7235513862402838,0.25851857976013237,0.46503280648015144,4,0.8177682851225018,0.3754414509731796,0.020203652820429935,0.04743668715211545,output,external
Nampt,Abca1,0.9020836663740142,0.2649121686938529,0.6371714976801612,4,0.5051958628918694,0.213647004643785,0.009697753353806368,0.04743668715211545,output,output
Nampt,Elovl3,0.7476383869711724,0.2074434695988427,0.5401949173723297,4,0.7685088779721686,0.35868897825730905,0.01874898981735898,0.04743668715211545,output,output
Nampt,Avpr1a,0.8847354517809954,0.17864183712782816,0.7060936146531673,4,0.6775426510939762,0.2727382347883435,0.010182641021496687,0.04743668715211545,output,output
Nampt,Hmgcr,0.9354956187022896,0.2421573067830997,0.6933383119191898,4,0.8408579502430711,0.26786627969292537,0.007596573460481655,0.04743668715211545,output,output
Nampt,Wee1,0.8871456157317328,0.511977417991352,0.3751681977403808,4,0.6885105298512164,0.24865657022423499,0.010182641021496687,0.04743668715211545,output,output
Nampt,Nr1d2,0.9180482781156852,0.19393516227819727,0.7241131158374879,4,0.814183455780299,0.3335972182878077,0.00872797801842573,0.04743668715211545,output,clock
Nampt,Nr1d1,0.9587990842798498,0.21368727768905801,0.7451118065907918,4,0.7967739156680722,0.4137742799528886,0.0069500565702278975,0.04743668715211545,output,clock
Nampt,Per2,0.9582778881272616,0.2995377320151206,0.658740156112141,4,0.8509941433018161,0.3677158765295426,0.0069500565702278975,0.04743668715211545,output,clock
Cirbp,Tef,0.8738194626960871,0.26428311711856695,0.6095363455775202,4,0.7235708412945298,0.32026156733153704,0.010829157911750445,0.04743668715211545,external,clock
Avpr1a,Gys2,0.7569297554424301,0.11330880996600473,0.6436209454764255,4,0.8049427254609771,0.3829558786553451,0.01794084370454178,0.04743668715211545,output,output
Avpr1a,Mfsd2a,0.7420723472174391,0.19013266038072335,0.5519396868367157,4,0.7063276372008918,0.31705984949637317,0.01891061903992242,0.04743668715211545,output,output
Avpr1a,Cyp7a1,0.7828279696914312,0.13976452870654818,0.643063440984883,4,0.6942398546703654,0.30334199400936057,0.01535477614352675,0.04743668715211545,output,output
Avpr1a,Dbp,0.785375171280853,0.17227651847712855,0.6130986528037244,4,0.7788433265749978,0.43368041314471767,0.01535477614352675,0.04743668715211545,output,clock
Avpr1a,Cry1,0.7623895980111834,0.1843357009300236,0.5780538970811598,4,0.7864501197870485,0.3932153236820076,0.017132697591724585,0.04743668715211545,output,clock
Per3,Mt1,1.0,0.3783097352989707,0.6216902647010293,4,0.5089172650354381,0.2716641375985015,0.005010505899466624,0.04743668715211545,clock,external
Per3,Por,0.7822576671697008,0.24710277843236078,0.5351548887373401,4,0.737230217848194,0.33816708310017307,0.01535477614352675,0.04743668715211545,clock,output
Per3,Abca1,0.7711200066021329,0.11959788444543579,0.6515221221566971,4,0.584091427031406,0.32119678835612786,0.01583966381121707,0.04743668715211545,clock,output
Fkbp5,Cry1,0.8601116346930288,0.11621799947724581,0.743893635215783,4,0.8128457984274691,0.3712225986769656,0.011475674802004203,0.04743668715211545,external,clock
Fkbp5,Arntl,0.840086045542497,0.13741776257865912,0.7026682829638379,4,0.8662720046136271,0.47329248419352044,0.0122838209148214,0.04743668715211545,external,clock
Cirbp,Usp2,0.7351417878787776,0.048392183646600764,0.6867496042321768,4,0.7636660418146018,0.368558540737272,0.019233877485049296,0.04743668715211545,external,output
Cirbp,Hmgcr,0.7397568851301176,0.13051860527171982,0.6092382798583977,4,0.8519298038383526,0.4071750817279897,0.019072248262485856,0.04743668715211545,external,output
Cirbp,Nampt,0.9146579348382713,0.21031078696736472,0.7043471478709066,4,0.5273738981503708,0.24954769123403026,0.00888960724098917,0.04743668715211545,external,output
Cirbp,Nfil3,0.8903902899623248,0.27295234806578905,0.6174379418965358,4,0.5666019568585616,0.16249585401859198,0.010021011798933247,0.04743668715211545,external,clock
Avpr1a,Elovl3,0.9125200027357694,0.18763265955293829,0.7248873431828311,4,0.7129894519639238,0.36352179378049077,0.00905123646355261,0.04743668715211545,output,output
Cirbp,Dbp,0.938243896472753,0.10310002337914063,0.8351438730936124,4,0.8156458707994096,0.41246838824128407,0.007596573460481655,0.04743668715211545,external,clock
Cirbp,Nr1d2,0.7323041434431792,0.12861994075869462,0.6036842026844845,4,0.8498031091935643,0.41201392316623575,0.019395506707612736,0.04743668715211545,external,clock
Cirbp,Cry1,0.8719110337533668,0.2050339597908849,0.6668770739624819,4,0.5181949062673514,0.210709797548019,0.010829157911750445,0.04743668715211545,external,clock
Cirbp,Arntl,0.921504545579884,0.15131132188976198,0.7701932236901221,4,0.8386110825447725,0.46903757542572777,0.00872797801842573,0.04743668715211545,external,clock
Per3,Elovl3,0.8044762197996633,0.2396771818906041,0.5647990379090593,4,0.67284760293065,0.3647876494311877,0.013900113140455795,0.04743668715211545,clock,output
Per3,Gys2,0.8629231427438684,0.22401557339755376,0.6389075693463147,4,0.7882410431583415,0.4020032861451346,0.011314045579440763,0.04743668715211545,clock,output
Per3,Mfsd2a,0.7554576014938971,0.27032894101395516,0.4851286604799419,4,0.7457854810161058,0.31856092687484105,0.01794084370454178,0.04743668715211545,clock,output
Per3,Cyp7a1,0.8589270564780804,0.22832669995128596,0.6306003565267945,4,0.6496662091481578,0.2997852247971073,0.011637304024567642,0.04743668715211545,clock,output
Per3,G6pc,0.7918514683384307,0.2448106378971966,0.5470408304412341,4,0.7474564720834554,0.33582842230467597,0.01503151769839987,0.04743668715211545,clock,output
Per3,Pck1,0.8060021767813368,0.16389900472038707,0.6421031720609497,4,0.7104349995469321,0.344486422350059,0.013738483917892355,0.04743668715211545,clock,output
Per3,Nampt,0.8932667811203001,0.15571463700796417,0.7375521441123359,4,0.7228730158895856,0.35441282576228234,0.010021011798933247,0.04743668715211545,clock,output
Per3,Nfil3,0.8463754370009918,0.21717901894368746,0.6291964180573044,4,0.7365989080864697,0.33196803914450845,0.01196056246969452,0.04743668715211545,clock,clock
Per3,Tef,0.7552755545206213,0.16507964867843022,0.5901959058421911,4,0.7876719699080088,0.3622317436996162,0.01794084370454178,0.04743668715211545,clock,clock
Gys2,G6pc,0.815045787955981,0.31419247745650747,0.5008533104994736,4,0.7196084943984176,0.13800268566126322,0.013415225472765475,0.04743668715211545,output,output
Cry2,Per1,0.9980032682597071,0.18479501727350342,0.8132082509862036,4,0.5699288770620263,0.10473572164627952,0.005495393567156942,0.04743668715211545,clock,clock
Cry2,Arntl,0.724595921365768,0.1428718798322619,0.5817240415335061,4,0.7015133905823772,0.2533102019763611,0.020203652820429935,0.04743668715211545,clock,clock
Cry1,Usp2,0.7807748952311135,0.26112903995085457,0.519645855280259,4,0.5044717311073463,0.16846682615856978,0.01567803458865363,0.04743668715211545,clock,output
Cry1,Abca1,0.7909584358924115,0.22138487008073707,0.5695735658116745,4,0.6068678649683268,0.171216451058539,0.01503151769839987,0.04743668715211545,clock,output
Cry1,Avpr1a,0.8894415108512188,0.2497154588358058,0.639726052015413,4,0.6906618893058019,0.24921440218658175,0.010021011798933247,0.04743668715211545,clock,output
Cry1,Hmgcr,0.8920409927386499,0.19145424210664372,0.7005867506320061,4,0.8054281754851285,0.2953674227931838,0.010021011798933247,0.04743668715211545,clock,output
Cry1,Wee1,1.0,0.23593489055197103,0.764065109448029,4,0.8080228206916249,0.20218594594251066,0.005010505899466624,0.04743668715211545,clock,output
Cry1,Nr1d2,0.8796315241422976,0.17185001150840856,0.7077815126338891,4,0.8471298087439684,0.3674117626900003,0.010505899466623565,0.04743668715211545,clock,clock
Cry1,Nr1d1,0.7920006360170782,0.10337205494891166,0.6886285810681665,4,0.8574344281571089,0.40264407391661056,0.01486988847583643,0.04743668715211545,clock,clock
Cry1,Per3,0.7539256812627377,0.2749388106599504,0.47898687060278733,4,0.6305410022450573,0.24734308995607257,0.01810247292710522,0.04743668715211545,clock,clock
Cry1,Per2,0.9760681144169181,0.2202040364768812,0.755864077940037,4,0.916634658730459,0.41326642351863313,0.0061419104574107,0.04743668715211545,clock,clock
Cry1,Per1,0.7710856496889474,0.16368101552630154,0.6074046341626459,4,0.8276932693998382,0.4005469331659578,0.01583966381121707,0.04743668715211545,clock,clock
Cry1,Npas2,0.8259334774179814,0.398759780394225,0.4271736970237564,4,0.5114604456881608,0.1384126465882735,0.013091967027638598,0.04743668715211545,clock,clock
Gys2,Hmgcr,0.9742610437991949,0.12767074879239276,0.846590295006802,4,0.7224984963887715,0.316642888499955,0.0061419104574107,0.04743668715211545,output,output
Per3,Dbp,0.7589851628737168,0.20920851548756847,0.5497766473861483,4,0.8089625886759183,0.4216731763967214,0.01745595603685146,0.04743668715211545,clock,clock
Gys2,Wee1,0.9433292620588539,0.27406273843920215,0.6692665236196518,4,0.6000030298283632,0.25513337201599695,0.0071116857927913365,0.04743668715211545,output,output
Gys2,Nr1d2,0.83560041210693,0.29238941861860224,0.5432109934883278,4,0.7615612975833821,0.3943624093217588,0.0122838209148214,0.04743668715211545,output,clock
Gys2,Nr1d1,0.7298660111223289,0.12070241406266194,0.6091635970596669,4,0.8370863896137398,0.45907735721509557,0.019880394375303055,0.04743668715211545,output,clock
Gys2,Cry1,0.9119262346222426,0.22592256193811244,0.6860036726841302,4,0.6127877820198837,0.21392876661555743,0.00905123646355261,0.04743668715211545,output,clock
Gys2,Per3,0.8685393262370329,0.14478546088781502,0.7237538653492179,4,0.6494998267923726,0.25203959981516055,0.010829157911750445,0.04743668715211545,output,clock
Gys2,Per2,0.9807534690372718,0.14107534396431531,0.8396781250729565,4,0.8462830106274051,0.4090211895635206,0.00598028123484726,0.04743668715211545,output,clock
Gys2,Per1,0.9377652836192235,0.14500402122950018,0.7927612623897233,4,0.8317987823265782,0.4072140998468939,0.007596573460481655,0.04743668715211545,output,clock
Gys2,Npas2,0.8434542180593882,0.2158860677618495,0.6275681502975388,4,0.6676444334675694,0.16430365360639979,0.0122838209148214,0.04743668715211545,output,clock
Avpr1a,Mt1,0.8108614913902545,0.3952532655293246,0.41560822586092994,4,0.7430977774481545,0.3003190200393825,0.013415225472765475,0.04743668715211545,output,external
Avpr1a,Fmo2,0.7887369973641394,0.19026695047555114,0.5984700468885882,4,0.6267985469941535,0.27692367337384,0.01503151769839987,0.04743668715211545,output,output
Avpr1a,Usp2,0.7277287999154385,0.2912866359256651,0.43644216398977337,4,0.7392349128697981,0.3532338572362816,0.020203652820429935,0.04743668715211545,output,output
Avpr1a,Abca1,0.7669345805390598,0.18258948997428417,0.5843450905647757,4,0.6240726006329365,0.24896624619704305,0.016647809924034265,0.04743668715211545,output,output
Avpr1a,Cyp2b10,0.800869529581099,0.05303633153385534,0.7478331980472437,4,0.7794936482842036,0.32075131822134295,0.014546630030709553,0.04743668715211545,output,output
Elovl3,Wee1,0.8823395076662705,0.1498935172439967,0.7324459904222738,4,0.7444297160086597,0.31392502845850345,0.010182641021496687,0.04743668715211545,output,output
G6pc,Abca1,0.8895623191573954,0.2698657154510137,0.6196966037063817,4,0.6775311313522154,0.2512303520247399,0.010021011798933247,0.04743668715211545,output,output
Pnpla2,Elovl3,0.8707049088666696,0.12039042310538331,0.7503144857612863,4,0.6347939950409819,0.281276607043296,0.010829157911750445,0.04743668715211545,external,output
Per2,Cyp2b10,0.8018627624936994,0.13115029978722642,0.6707124627064729,4,0.7315424691599515,0.3100997689757316,0.014061742363019233,0.04743668715211545,clock,output
Per2,Elovl3,0.8381223742771162,0.13529611588120025,0.702826258395916,4,0.7535874279960093,0.35528770385543174,0.0122838209148214,0.04743668715211545,clock,output
Per2,Cyp7a1,0.8496903272293941,0.16737998212560068,0.6823103451037934,4,0.7039145878378812,0.33076685073207873,0.011637304024567642,0.04743668715211545,clock,output
Per2,Pck1,0.7359227586798732,0.2401330596543288,0.49578969902554443,4,0.8468146328004438,0.41304283735033764,0.019072248262485856,0.04743668715211545,clock,output
Per2,Cry1,0.7243585055650217,0.2125610809354313,0.5117974246295904,4,0.8928882376561271,0.42818369993163197,0.020203652820429935,0.04743668715211545,clock,clock
Arntl,Nr1d2,0.9964534826770273,0.32918119956337355,0.6672722831136537,4,0.5741134583774152,-0.12684194456737197,0.005495393567156942,0.04743668715211545,clock,clock
Arntl,Nr1d1,0.9269782242256899,0.14811741739048048,0.7788608068352094,4,0.8258230107183813,0.37199050047180326,0.008566348795862292,0.04743668715211545,clock,clock
Arntl,Per2,1.0,0.1861335637343092,0.8138664362656908,4,0.6315941483528447,-0.6801173309394162,0.005010505899466624,0.04743668715211545,clock,clock
Pnpla2,Nfil3,0.8268397681981883,0.12135616661082704,0.7054836015873612,4,0.7370543460971677,0.33668461325276994,0.013091967027638598,0.04743668715211545,external,clock
Elovl3,Usp2,0.8961007941875944,0.18390400301101836,0.712196791176576,4,0.5305110613993518,0.238198678363211,0.009697753353806368,0.04743668715211545,output,output
Elovl3,Avpr1a,0.9598784548436947,0.2307461224216382,0.7291323324220566,4,0.6818609864102743,0.335906018951931,0.0069500565702278975,0.04743668715211545,output,output
Elovl3,Hmgcr,0.9185028591528379,0.21341371143460883,0.7050891477182291,4,0.7778850580985115,0.3152306626816058,0.00872797801842573,0.04743668715211545,output,output
G6pc,Lpl,0.7298215629490308,0.3169794797048435,0.41284208324418725,4,0.7370592010953924,0.3194697752120269,0.019880394375303055,0.04743668715211545,output,output
Elovl3,Dbp,1.0,0.2050860016021108,0.7949139983978892,4,0.7348343993787321,-2.347836761711906,0.005010505899466624,0.04743668715211545,output,clock
Elovl3,Nr1d2,0.863696688354767,0.15363670766633208,0.7100599806884349,4,0.846976846373667,0.39501882144503064,0.011152416356877323,0.04743668715211545,output,clock
Elovl3,Nr1d1,0.9032941609148066,0.20573020395531472,0.6975639569594919,4,0.8464501865511336,0.4190770943830541,0.009697753353806368,0.04743668715211545,output,clock
Elovl3,Per3,0.8022018015428249,0.16572683323954143,0.6364749683032835,4,0.7822471132680058,0.31561110591040176,0.014061742363019233,0.04743668715211545,output,clock
Elovl3,Per2,0.9747903532065323,0.16330658560983147,0.8114837675967008,4,0.8275823028254695,0.432702674314412,0.0061419104574107,0.04743668715211545,output,clock
Elovl3,Per1,0.9232455987968211,0.10756146745600038,0.8156841313408207,4,0.8834621816940995,0.4284459773267902,0.00872797801842573,0.04743668715211545,output,clock
Elovl3,Npas2,0.8675786109706618,0.2896727109604421,0.5779059000102197,4,0.7628742387937261,0.285107932031613,0.010990787134313885,0.04743668715211545,output,clock
Elovl3,Arntl,1.0,0.09743063309011141,0.9025693669098886,4,0.771737238856611,-1.1178525937319002,0.005010505899466624,0.04743668715211545,output,clock
Gys2,Cirbp,0.7846235343303029,0.267934356363322,0.5166891779669809,4,0.8125402669073688,0.37868481043440083,0.01535477614352675,0.04743668715211545,output,external
Gys2,Hspa1b,0.9890445649682309,0.2127267104675517,0.7763178545006792,4,0.8653912593043873,0.3616155138220341,0.00598028123484726,0.04743668715211545,output,external
Gys2,Usp2,0.7269563117998616,0.29301615027101996,0.4339401615288417,4,0.5038625533509062,0.16700005475040733,0.020203652820429935,0.04743668715211545,output,output
Gys2,Elovl3,0.7991960397938633,0.20476005300984718,0.5944359867840161,4,0.7766397960574098,0.332788707056025,0.014546630030709553,0.04743668715211545,output,output
Pnpla2,Por,0.8230101668914008,0.1604601202548102,0.6625500466365906,4,0.7142687898236817,0.2895901179420412,0.013091967027638598,0.04743668715211545,external,output
Fkbp5,Por,0.8228284098363774,0.22205446249462676,0.6007739473417506,4,0.6651044327860645,0.26819715351104234,0.013091967027638598,0.04743668715211545,external,output
Per3,Arntl,0.77235722239767,0.12490243414162656,0.6474547882560434,4,0.8479010843649436,0.41658962893473356,0.01583966381121707,0.04743668715211545,clock,clock
Per2,Cirbp,0.8462293679446512,0.5245180216103194,0.32171134633433185,4,0.5192156441758207,-0.19220358738822269,0.01196056246969452,0.04743668715211545,clock,external
Per2,Fmo2,0.7364017160633061,0.30009926812642984,0.4363024479368762,4,0.6825673066887438,0.2599151923503209,0.019072248262485856,0.04743668715211545,clock,output
Arntl,Fkbp5,0.735422532697014,0.2711018583063143,0.4643206743906997,4,0.8663698219645832,0.35007578603999023,0.019233877485049296,0.04743668715211545,clock,external
Pnpla2,Gys2,0.7779244624664539,0.14864219256517378,0.6292822699012801,4,0.6325233842341638,0.3087370212176629,0.01567803458865363,0.04743668715211545,external,output
Elovl3,Fkbp5,0.7954670011831775,0.29713684937159,0.49833015181158746,4,0.862669152869165,0.46311371108495175,0.014708259253272992,0.04743668715211545,output,external
Pnpla2,Tef,0.7727305109225859,0.14844080148727257,0.6242897094353134,4,0.8114290222124023,0.34629411251116443,0.01583966381121707,0.04743668715211545,external,clock
Mt1,Nr1d2,0.7795159293753067,0.13643469415734072,0.643081235217966,4,0.8259650795339534,0.401564387117896,0.01567803458865363,0.04743668715211545,external,clock
Mt1,Nr1d1,0.745904622313218,0.12218114644746292,0.623723475865755,4,0.8509418807389852,0.44252452879837445,0.01874898981735898,0.04743668715211545,external,clock
Mt1,Per2,0.7559591974996691,0.13754880744682202,0.618410390052847,4,0.8564612436175205,0.4730873226134984,0.01794084370454178,0.04743668715211545,external,clock
Mt1,Npas2,0.7724695932510917,0.1402907395385301,0.6321788537125616,4,0.7925865038249484,0.29892045120167715,0.01583966381121707,0.04743668715211545,external,clock
Pnpla2,Hlf,0.7277531922332885,0.13626924966847437,0.5914839425648142,4,0.6656540477071269,0.2827613089985422,0.020203652820429935,0.04743668715211545,external,clock
Fkbp5,Hspa1b,0.8495751487681407,0.9301072766652025,-0.08053212789706188,4,0.5043248329766488,-12.656206045455885,0.011637304024567642,0.04743668715211545,external,external
Rora,Hspa1b,0.7456967758360495,0.3918926937752194,0.35380408206083014,4,0.7616165066926862,0.32540556847625196,0.01874898981735898,0.04743668715211545,clock,external
Fkbp5,Elovl3,0.7894279079187692,0.19437312473486262,0.5950547831839066,4,0.5536736938462514,0.23881232740482222,0.01503151769839987,0.04743668715211545,external,output
Fkbp5,Gys2,0.8110754525830886,0.14014550449760652,0.670929948085482,4,0.6775433487200119,0.281484968899016,0.013415225472765475,0.04743668715211545,external,output
Fkbp5,G6pc,0.8759925059425251,0.16536107045753348,0.7106314354849916,4,0.7711225895566841,0.27326036357589567,0.010829157911750445,0.04743668715211545,external,output
